record_id,record_type,canonical_name,whisky_name,distillery,brand_or_company,country,region,origin_raw,type,class,age_years,age_raw,abv_percent,bottle_size,cask_type,finish_type,smoke_level,peat_level,sweetness,spiciness,body,aroma_tags,nose_notes,palate_notes,finish_notes,pairing_notes,general_notes,user_score_100,meta_critic,score_stdev,review_count,value_score_10,beginner_score_10,cost_tier,super_cluster,cluster,current_price,price_currency,price_date,availability,repeat_buy,overrated,underrated,alternative_suggestions,distillery_status,founded,closed,capacity,spirit_still,wash_still,owner,views,ranking,votes,wishlist,distillery_rating,distillery_whisky_count,collection_count,specialist_count,address,longitude,latitude,source_files,source_match_notes,source_distillery_index,source_tr_tasting_index,source_meta_index,norm_canonical,norm_whisky_name,norm_name
WDB-00810,whisky_product,Wemyss Malts The Hive,Wemyss Malts The Hive,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.38,0.22,14,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,791,wemyss malts the hive,wemyss malts the hive,
WDB-00811,whisky_product,Strathmill 12yo,Strathmill 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.37,0.28,3,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,792,strathmill 12yo,strathmill 12yo,
WDB-00812,whisky_product,Tomintoul 25yo,Tomintoul 25yo,,,Scotland,,,Malt,SingleMalt-like,25,25yo,,,,,,,,,,,,,,,,,8.37,0.69,6,,,$$$$$+,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,793,tomintoul 25yo,tomintoul 25yo,
WDB-00813,whisky_product,Glenkinchie Distiller's Edition (all editions),Glenkinchie Distiller's Edition (all editions),,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.35,0.26,15,,,$$$$,GH,B,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,794,glenkinchie distiller s edition all editions,glenkinchie distiller s edition all editions,
WDB-00814,whisky_product,Hakushu Distiller's Reserve,Hakushu Distiller's Reserve,Hakushu,Hakushu,Japan,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.35,0.17,5,,,$$$$,GH,H,,,,,,,,,Active,01-01-1973,NA,3000000 Liters,6,6,Suntory Holdings Ltd.,22212,C,1722,611,87.46,134,4658,karuizawa_fans & seasons & Timo a.k.a. 'whisky buff' & riekio,"Komagun, Yamanashi, JapanHokuto-ShiJapan",138.5684486,35.6641575,whisky3.csv;whisky.csv,distillery_prefix_name,475,,795,hakushu distiller s reserve,hakushu distiller s reserve,
WDB-00815,whisky_product,Auchentoshan Valinch,Auchentoshan Valinch,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.34,0.64,15,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,796,auchentoshan valinch,auchentoshan valinch,
WDB-00816,whisky_product,Hazelburn 8yo (Springbank),Hazelburn 8yo (Springbank),,,Scotland,,,Malt,SingleMalt-like,8,8yo,,,,,,,,,,,,,,,,,8.34,0.41,11,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,797,hazelburn 8yo springbank,hazelburn 8yo springbank,
WDB-00817,whisky_product,Hibiki Harmony,Hibiki Harmony,,,Japan,,,Blend,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.34,0.48,23,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,798,hibiki harmony,hibiki harmony,
WDB-00818,whisky_product,Ichiro's Malt Mizunara Wood Reserve (MWR),Ichiro's Malt Mizunara Wood Reserve (MWR),,,Japan,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.34,0.51,15,,,$$$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,799,ichiro s malt mizunara wood reserve mwr,ichiro s malt mizunara wood reserve mwr,
WDB-00819,whisky_product,Tomatin Cask Strength,Tomatin Cask Strength,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.33,0.49,10,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,800,tomatin cask strength,tomatin cask strength,
WDB-00820,whisky_product,Hakushu NAS,Hakushu NAS,Hakushu,Hakushu,Japan,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.32,0.36,5,,,$$$,GH,H,,,,,,,,,Active,01-01-1973,NA,3000000 Liters,6,6,Suntory Holdings Ltd.,22212,C,1722,611,87.46,134,4658,karuizawa_fans & seasons & Timo a.k.a. 'whisky buff' & riekio,"Komagun, Yamanashi, JapanHokuto-ShiJapan",138.5684486,35.6641575,whisky3.csv;whisky.csv,distillery_prefix_name,475,,801,hakushu nas,hakushu nas,
WDB-00821,whisky_product,Glenglassaugh Octaves Classic,Glenglassaugh Octaves Classic,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.31,0.31,5,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,802,glenglassaugh octaves classic,glenglassaugh octaves classic,
WDB-00822,whisky_product,Amrut Indian Single Malt,Amrut Indian Single Malt,Amrut,Amrut,India,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.29,0.87,18,,,$$$,GH,G,,,,,,,,,Active,01-01-1948,NA,NA,NA,NA,Amrut Distilleries Limited,18989,C,5319,799,85.06,316,7365,NA,India,78.96288,20.593684,whisky3.csv;whisky.csv,distillery_prefix_name,40,,803,amrut indian single malt,amrut indian single malt,
WDB-00823,whisky_product,Glen Grant 12yo,Glen Grant 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.29,0.49,11,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,804,glen grant 12yo,glen grant 12yo,
WDB-00824,whisky_product,Glen Scotia 14yo,Glen Scotia 14yo,,,Scotland,,,Malt,SingleMalt-like,14,14yo,,,,,,,,,,,,,,,,,8.29,0.16,5,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,805,glen scotia 14yo,glen scotia 14yo,
WDB-00825,whisky_product,Mackmyra Special 02,Mackmyra Special 02,Mackmyra,Mackmyra,Sweden,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.29,0.77,3,,,$$$$$,GH,H,,,,,,,,,Active,18-12-1999,NA,NA,1,1,Mackmyra Svensk Whisky AB,12300,D,2630,797,82.27,241,11297,Gunnar,Kolonnvägen 2802 67 GävleSweden,17.1021146,60.6631083,whisky3.csv;whisky.csv,distillery_prefix_name,639,,806,mackmyra special 02,mackmyra special 02,
WDB-00826,whisky_product,Mannochmore 12yo (F&F),Mannochmore 12yo (F&F),,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.29,0.14,5,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,807,mannochmore 12yo f f,mannochmore 12yo f f,
WDB-00827,whisky_product,Tamdhu 10yo,Tamdhu 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.29,0.6,18,,,$$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,808,tamdhu 10yo,tamdhu 10yo,
WDB-00828,whisky_product,BenRiach 20yo,BenRiach 20yo,,,Scotland,,,Malt,SingleMalt-like,20,20yo,,,,,,,,,,,,,,,,,8.27,0.69,12,,,$$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,809,benriach 20yo,benriach 20yo,
WDB-00829,whisky_product,Penderyn Myth,Penderyn Myth,Penderyn,Penderyn,Wales,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.27,0.38,7,,,$$$,GH,G,,,,,,,,,Active,01-01-2000,NA,NA,NA,NA,The Welsh Whisky Company,6657,D,1028,206,82.78,108,1856,Reinhard & Timo a.k.a. 'whisky buff' & Dirk Henst & Tubaman & whisky313,PontprenCF44 0SX PenderynUnited Kingdom,-3.5214459,51.7637393,whisky3.csv;whisky.csv,distillery_prefix_name,771,,810,penderyn myth,penderyn myth,
WDB-00830,whisky_product,Tomintoul 16yo,Tomintoul 16yo,,,Scotland,,,Malt,SingleMalt-like,16,16yo,,,,,,,,,,,,,,,,,8.27,0.41,19,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,811,tomintoul 16yo,tomintoul 16yo,
WDB-00831,whisky_product,Wolfburn (NAS),Wolfburn (NAS),,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.27,0.4,10,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,812,wolfburn nas,wolfburn nas,
WDB-00832,whisky_product,Deveron 10yo,Deveron 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.26,0.77,3,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,813,deveron 10yo,deveron 10yo,
WDB-00833,whisky_product,Glengoyne 10yo,Glengoyne 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.26,0.33,18,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,814,glengoyne 10yo,glengoyne 10yo,
WDB-00834,whisky_product,Arran Malt Lochranza Reserve,Arran Malt Lochranza Reserve,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.25,0.21,6,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,815,arran malt lochranza reserve,arran malt lochranza reserve,
WDB-00835,whisky_product,Glenfiddich 1963 Original Malt,Glenfiddich 1963 Original Malt,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.25,0.44,8,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,816,glenfiddich 1963 original malt,glenfiddich 1963 original malt,
WDB-00836,whisky_product,Hibiki Harmony Master's Select,Hibiki Harmony Master's Select,,,Japan,,,Blend,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.25,0.67,7,,,$$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,817,hibiki harmony master s select,hibiki harmony master s select,
WDB-00837,whisky_product,High Coast (Box) Quercus I Robur,High Coast (Box) Quercus I Robur,,,Sweden,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.25,0.43,3,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,818,high coast box quercus i robur,high coast box quercus i robur,
WDB-00838,whisky_product,Highland Park Svein,Highland Park Svein,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.25,0.44,12,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,819,highland park svein,highland park svein,
WDB-00839,whisky_product,Mackinlay's Shackleton Blended Malt,Mackinlay's Shackleton Blended Malt,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.25,0.38,8,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,820,mackinlay s shackleton blended malt,mackinlay s shackleton blended malt,
WDB-00840,whisky_product,Tullibardine Vintage 1993,Tullibardine Vintage 1993,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.25,0.45,10,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,821,tullibardine vintage 1993,tullibardine vintage 1993,
WDB-00841,whisky_product,Glen Breton Ice 12yo,Glen Breton Ice 12yo,,,Canada,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.24,0.25,3,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,822,glen breton ice 12yo,glen breton ice 12yo,
WDB-00842,whisky_product,Glendalough 7yo Single Malt,Glendalough 7yo Single Malt,Glendalough,Glendalough,Ireland,,,Malt,SingleMalt-like,7,7yo,,,,,,,,,,,,,,,,,8.24,0.31,8,,,$$$,GH,G,,,,,,,,,Active,03-10-2011,NA,NA,NA,NA,NA,2864,E,322,70,79.28,21,599,Håvard Nørjordet,"Glendalough, Co. WicklowIreland",-6.32984,53.01198,whisky3.csv;whisky.csv,distillery_prefix_name,435,,823,glendalough 7yo single malt,glendalough 7yo single malt,
WDB-00843,whisky_product,Balblair 12yo,Balblair 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.23,0.19,7,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,824,balblair 12yo,balblair 12yo,
WDB-00844,whisky_product,St George's Chapter 6 (unpeated),St George's Chapter 6 (unpeated),St. George's Distillery,St. George's Distillery,England,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.23,0.46,10,,,$$$,GH,G,,,,,,,,,Active,01-01-2006,NA,NA,NA,NA,Nelstrop Family,5662,E,374,182,79.77,242,1098,Reinhard & Timo a.k.a. 'whisky buff' & Dirk Henst & Tubaman & whisky313,"Harling RoadNR16 2QW  Roudham, NorfolkUnited Kingdom",0.9127486,52.4521246,whisky3.csv;whisky.csv,distillery_prefix_name,919,,826,st george s chapter 6 unpeated,st george s chapter 6 unpeated,
WDB-00845,whisky_product,Bladnoch 1993-2009 (G&M),Bladnoch 1993-2009 (G&M),,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.22,0.21,5,,,$$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,827,bladnoch 1993 2009 g m,bladnoch 1993 2009 g m,
WDB-00846,whisky_product,Bladnoch Vintage 1992-2007 (Signatory),Bladnoch Vintage 1992-2007 (Signatory),,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.22,0.49,4,,,$$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,828,bladnoch vintage 1992 2007 signatory,bladnoch vintage 1992 2007 signatory,
WDB-00847,whisky_product,Glen Breton Ice 10yo,Glen Breton Ice 10yo,,,Canada,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.22,0.59,8,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,829,glen breton ice 10yo,glen breton ice 10yo,
WDB-00848,whisky_product,Teerenpeli 10yo,Teerenpeli 10yo,Teerenpeli,Teerenpeli,Finland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.22,0.44,6,,,$$$$$,GH,H,,,,,,,,,Active,01-01-2002,NA,14000 Liters,NA,NA,Anssi Pyysing,3728,D,308,39,80.74,29,553,NA,Liimaajankatu 9SF-15520 LahtiFinland,25.6967319,60.9635599,whisky3.csv;whisky.csv,distillery_prefix_name,975,,830,teerenpeli 10yo,teerenpeli 10yo,
WDB-00849,whisky_product,White Oak Akashi 5yo,White Oak Akashi 5yo,,,Japan,,,Malt,SingleMalt-like,5,5yo,,,,,,,,,,,,,,,,,8.22,0.61,9,,,$$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,831,white oak akashi 5yo,white oak akashi 5yo,
WDB-00850,whisky_product,Glenkinchie 12yo,Glenkinchie 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.20,0.27,21,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,832,glenkinchie 12yo,glenkinchie 12yo,
WDB-00851,whisky_product,Highland Park Harald,Highland Park Harald,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.20,0.47,13,,,$$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,833,highland park harald,highland park harald,
WDB-00852,whisky_product,Glenrothes Alba Reserve,Glenrothes Alba Reserve,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.19,0.54,10,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,834,glenrothes alba reserve,glenrothes alba reserve,
WDB-00853,whisky_product,Shelter Point Classic Single Cask (KWM) Single Malt Whisky,Shelter Point Classic Single Cask (KWM) Single Malt Whisky,Shelter Point Distillery,Shelter Point Distillery,Canada,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.18,0.43,3,,,$$$$,GH,G,,,,,,,,,Active,,,NA,NA,NA,,1204,C,7,3,86.89,7,24,David Knopfler,"4650 Regent RoadV9H 1E3 Campbell River, BCCanada",-125.128805,49.8783492,whisky3.csv;whisky.csv,distillery_prefix_name,852,,835,shelter point classic single cask kwm single malt whisky,shelter point classic single cask kwm single malt whisky,
WDB-00854,whisky_product,Tomatin Legacy,Tomatin Legacy,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.18,0.4,13,,,$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,836,tomatin legacy,tomatin legacy,
WDB-00855,whisky_product,Glenlossie 10yo (F&F),Glenlossie 10yo (F&F),,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.17,0.33,9,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,837,glenlossie 10yo f f,glenlossie 10yo f f,
WDB-00856,whisky_product,Stronachie 12yo,Stronachie 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.17,0.36,9,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,838,stronachie 12yo,stronachie 12yo,
WDB-00857,whisky_product,Auchentoshan Virgin Oak,Auchentoshan Virgin Oak,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.16,0.58,7,,,$$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,839,auchentoshan virgin oak,auchentoshan virgin oak,
WDB-00858,whisky_product,Bushmills 10yo Single Malt,Bushmills 10yo Single Malt,Bushmills,Bushmills,Ireland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.16,0.48,24,,,$$$,GH,G,,,,,,,,,Active,01-01-1608,NA,NA,NA,NA,NA,28161,D,3160,430,82.81,247,6950,Håvard Nørjordet,2 Distillery RoadBT57 8XH BushmillsIreland,-6.5195477,55.202017,whisky3.csv;whisky.csv,distillery_prefix_name,179,,840,bushmills 10yo single malt,bushmills 10yo single malt,
WDB-00859,whisky_product,Tyrconnell Single Malt Irish Whiskey,Tyrconnell Single Malt Irish Whiskey,,,Ireland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.16,0.47,19,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,841,tyrconnell single malt irish whiskey,tyrconnell single malt irish whiskey,
WDB-00860,whisky_product,Shelter Point Artisanal Single Malt Whisky,Shelter Point Artisanal Single Malt Whisky,Shelter Point Distillery,Shelter Point Distillery,Canada,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.15,0.49,10,,,$$$,GH,G,,,,,,,,,Active,,,NA,NA,NA,,1204,C,7,3,86.89,7,24,David Knopfler,"4650 Regent RoadV9H 1E3 Campbell River, BCCanada",-125.128805,49.8783492,whisky3.csv;whisky.csv,distillery_prefix_name,852,,842,shelter point artisanal single malt whisky,shelter point artisanal single malt whisky,
WDB-00861,whisky_product,Glenglassaugh Evolution,Glenglassaugh Evolution,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.14,0.35,9,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,843,glenglassaugh evolution,glenglassaugh evolution,
WDB-00862,whisky_product,Glenrothes Bourbon Cask Reserve,Glenrothes Bourbon Cask Reserve,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.14,0.15,4,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,844,glenrothes bourbon cask reserve,glenrothes bourbon cask reserve,
WDB-00863,whisky_product,Macallan Gold,Macallan Gold,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.14,0.31,20,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,845,macallan gold,macallan gold,
WDB-00864,whisky_product,Nikka Gold & Gold,Nikka Gold & Gold,,,Japan,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.14,0.31,8,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,846,nikka gold gold,nikka gold gold,
WDB-00865,whisky_product,The Quiet Man 8yo Single Malt,The Quiet Man 8yo Single Malt,,,Ireland,,,Malt,SingleMalt-like,8,8yo,,,,,,,,,,,,,,,,,8.14,0.55,5,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,847,the quiet man 8yo single malt,the quiet man 8yo single malt,
WDB-00866,whisky_product,Deanston Virgin Oak,Deanston Virgin Oak,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.13,0.43,17,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,848,deanston virgin oak,deanston virgin oak,
WDB-00867,whisky_product,Kilbeggan Irish Reserve Malt Whiskey,Kilbeggan Irish Reserve Malt Whiskey,Kilbeggan Distillery,Kilbeggan Distillery,Ireland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.12,0.64,8,,,$$,GH,G,,,,,,,,,Active,01-01-1757,NA,NA,2,4,Cooley Distillery plc,3316,D,25,5,82.23,14,63,Håvard Nørjordet,"Lower Main StreetKilbeggan, Co. WestmeathIreland",-7.4997261,53.3685447,whisky3.csv;whisky.csv,distillery_prefix_name,567,,849,kilbeggan irish reserve malt whiskey,kilbeggan irish reserve malt whiskey,
WDB-00868,whisky_product,Cardhu Amber Rock,Cardhu Amber Rock,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.11,0.39,5,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,850,cardhu amber rock,cardhu amber rock,
WDB-00869,whisky_product,Knappogue Castle Vintage,Knappogue Castle Vintage,,,Ireland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.11,0.84,5,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,851,knappogue castle vintage,knappogue castle vintage,
WDB-00870,whisky_product,Mackmyra Midnattssol,Mackmyra Midnattssol,Mackmyra,Mackmyra,Sweden,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.09,0.64,6,,,$$$$,GH,H,,,,,,,,,Active,18-12-1999,NA,NA,1,1,Mackmyra Svensk Whisky AB,12300,D,2630,797,82.27,241,11297,Gunnar,Kolonnvägen 2802 67 GävleSweden,17.1021146,60.6631083,whisky3.csv;whisky.csv,distillery_prefix_name,639,,852,mackmyra midnattssol,mackmyra midnattssol,
WDB-00871,whisky_product,Tormore 14yo,Tormore 14yo,,,Scotland,,,Malt,SingleMalt-like,14,14yo,,,,,,,,,,,,,,,,,8.09,0.42,5,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,853,tormore 14yo,tormore 14yo,
WDB-00872,whisky_product,Glenfiddich 12yo,Glenfiddich 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.08,0.26,32,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,854,glenfiddich 12yo,glenfiddich 12yo,
WDB-00873,whisky_product,Glen Spey 12yo (F&F),Glen Spey 12yo (F&F),,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.06,0.44,5,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,855,glen spey 12yo f f,glen spey 12yo f f,
WDB-00874,whisky_product,Speyburn 10yo,Speyburn 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.06,0.33,23,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,856,speyburn 10yo,speyburn 10yo,
WDB-00875,whisky_product,Cardhu 12yo,Cardhu 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.05,0.50,21,,,$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,857,cardhu 12yo,cardhu 12yo,
WDB-00876,whisky_product,Game of Thrones House Targaryen Cardhu Gold Reserve,Game of Thrones House Targaryen Cardhu Gold Reserve,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.05,0.31,13,,,$$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,858,game of thrones house targaryen cardhu gold reserve,game of thrones house targaryen cardhu gold reserve,
WDB-00877,whisky_product,Glenturret 10yo,Glenturret 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,8.05,0.49,13,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,859,glenturret 10yo,glenturret 10yo,
WDB-00878,whisky_product,Pig's Nose 5yo Blended Malt,Pig's Nose 5yo Blended Malt,,,Scotland,,,Malt,SingleMalt-like,5,5yo,,,,,,,,,,,,,,,,,8.05,0.36,6,,,$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,860,pig s nose 5yo blended malt,pig s nose 5yo blended malt,
WDB-00879,whisky_product,Tullibardine Aged Oak Edition,Tullibardine Aged Oak Edition,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.02,0.42,9,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,861,tullibardine aged oak edition,tullibardine aged oak edition,
WDB-00880,whisky_product,Glen Moray 12yo,Glen Moray 12yo,,,Scotland,,,Malt,SingleMalt-like,12,12yo,,,,,,,,,,,,,,,,,8.01,0.31,14,,,$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,862,glen moray 12yo,glen moray 12yo,
WDB-00881,whisky_product,Tomatin Cu Bocan,Tomatin Cu Bocan,,,Scotland,,,Malt,SingleMalt-like,,,,,,,,,,,,,,,,,,,8.01,0.38,15,,,$$$$,GH,H,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,863,tomatin cu bocan,tomatin cu bocan,
WDB-00882,whisky_product,Glenrothes 10yo,Glenrothes 10yo,,,Scotland,,,Malt,SingleMalt-like,10,10yo,,,,,,,,,,,,,,,,,7.99,0.35,5,,,$$$,GH,G,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,864,glenrothes 10yo,glenrothes 10yo,
