id,slug,lang,name,description,url,pdf,published_at,authors,type,country,region,distillery,bottler,age,abv,price_per_liter,flavour,rating_marcel,rating_sascha,rating_value_for_money
364,miltonduff-2009-signatory,en,Miltonduff (2009/2011) - Singatory Vintage,"The Miltonduff Signatory Vintage 2009/2021 is a representative from the Speyside region in Scotland. Bottled by the independent bottler Signatory Vintage, this whisky matured for 11 years and has an alcohol content of 46% ABV. The Speyside region is known for its accessible and often fruity whiskies, which makes this drop particularly interesting for beginners. But can this whisky really convince?",/whisky-reviews/miltonduff-2009-signatory,/exports/pdf/miltonduff-2009-signatory.pdf,2024-08-31T09:51:54+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Miltonduff,Signatory Vintage,11,46,59.85,delicate,69,68,3
167,kavalan-solist-fino-sherry-cask,en,Kavalan SOLIST Fino Sherry Cask,"In the world of whisky, there are a few names that immediately stand for quality and innovation. Kavalan, a Taiwanese distillery, has firmly established itself among the best whisky producers in the world in recent years. The Kavalan SOLIST Fino Sherry Cask in particular has attracted the attention of whisky connoisseurs worldwide with its exceptional maturity and impressive depth. In this review, we take a closer look at this fascinating single malt.",/whisky-reviews/kavalan-solist-fino-sherry-cask,/exports/pdf/kavalan-solist-fino-sherry-cask.pdf,2024-08-29T06:10:35+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Taiwan,,Kavalan,,0,57.8,298.94,rich,90,88,0
69,big-peat-small-batch,en,Big Peat Small Batch Release - Douglas Laing,You might think the glass is empty - that's how transparent the Big Peat Small Batch Release from Douglas Laing's is. But don't be fooled! But waiting in this glass is an exciting Islay experience.,/whisky-reviews/big-peat-small-batch,/exports/pdf/big-peat-small-batch.pdf,2024-08-28T08:36:33+00:00,"[""Marcel"", ""Sascha""]",Blended Malt Whisky,Scotland,Isle of Islay,,Douglas Laing,0,46,48.65,spicy,72,78,4
306,balcones-brimstone,en,Balcones Brimstone,"Balcones Brimstone is an exceptional whisky that is smoked using a special method known as the ""secret process"". Unlike conventional methods, the already distilled product is smoked with sun-dried Texas Schurwald oak rather than the grain. This 100% blue corn whisky is aged for less than 2 years.",/whisky-reviews/balcones-brimstone,/exports/pdf/balcones-brimstone.pdf,2024-08-27T05:57:18+00:00,"[""Marcel"", ""Sascha""]",Corn,USA,,Balcones,,0,53,73.7,floral,78,78,3
314,speyburn-16,en,Speyburn 16 Years,"When you hear ‘Travel Exclusive’, you immediately think of something special, something that you can only get hold of with difficulty when travelling, don't you? Well, the Speyburn 16 years fulfils this claim... but not in a positive sense.",/whisky-reviews/speyburn-16,/exports/pdf/speyburn-16.pdf,2024-08-26T07:51:41+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Speyburn,,16,43,53.9,delicate,67,65,3
16,benromach-10-years,en,Benromach 10 Years,"In recent years, the small distillery in the north-west of Scotland's Speyside has gained more and more popularity. The Benromach 10 offers a good and affordable entry.Benromach, now part of the independent bottler Gordon & MacPhail, is committed to traditional craftsmanship. They believe that making whisky by hand guarantees real character. Benromach only uses first-fill casks for their whiskies: for the 10-years, 80% are bourbon barrels and 20% Spanish sherry casks. The pleasantly simple and uncluttered packaging and bottle design runs through all age groups.",/whisky-reviews/benromach-10-years,/exports/pdf/benromach-10-years.pdf,2024-08-25T09:51:47+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Benromach,,10,43,55.57,rich,83,83,5
363,balcones-bourbon-ratafia-champenois-cask-t-053,en,Balcones Bourbon Ratafia Champenois Cask T-053,"The Balcones Bourbon Ratafia Champenois Cask T-053 is a whiskey that impresses with an exciting cask finish. Produced in the United States, it combines the robust tradition of American bourbon with an exquisite finish in a Ratafia Champenois cask. This bourbon begins its life with three years of maturation in new oak barrels, followed by 52 months of refinement in the special Ratafia Champenois barrel. This results in an abv of 55.2% and a total ageing period of six years.",/whisky-reviews/balcones-bourbon-ratafia-champenois-cask-t-053,/exports/pdf/balcones-bourbon-ratafia-champenois-cask-t-053.pdf,2024-08-24T13:33:21+00:00,"[""Marcel"", ""Sascha""]",Bourbon,USA,,Balcones,Champagne Dumangin,6,55.2,150,delicate,76,78,3
175,hardenberg-beverbach-wheat-einbecker,en,Beverbach Wheat Malt Einbecker German Beer Cask Finish,"The Hardenberg distillery in southern Lower Saxony produces German whisky, which they distribute under the name Beverbach. In a regional collaboration with the Einbecker brewery, today's whisky was further matured after aging in ex-bourbon barrels in former Bock beer casks. Distilled from 100% local wheat malt, they follow a field-to-glass approach here. We're tasting what this locally sourced dram, limited to 1500 bottles and aged for 5 years, has to offer.",/whisky-reviews/hardenberg-beverbach-wheat-einbecker,/exports/pdf/hardenberg-beverbach-wheat-einbecker.pdf,2024-08-22T19:13:35+00:00,"[""Marcel"", ""Sascha""]",Wheat Malt Whiskey,Germany,,Hardenberg,,5,43,52.86,mellow,66,64,4
122,old-forester-86,en,Old Forester 86 Proof,"The distillery, built in 1935, is the largest distillery in Louisville. However, unlike many other bourbon distilleries, only two bourbons are still produced here today. The first is the Old Forester, which inherited its name from the Forester distillery that used to be not far away. The second and far more famous bourbon is Early Times, whose name is also borne by the distillery. Old Forester is the only bourbon that was continuously distilled by the founding family before, during and after Prohibition.",/whisky-reviews/old-forester-86,/exports/pdf/old-forester-86.pdf,2024-08-21T20:02:41+00:00,"[""Marcel"", ""Sascha""]",Straight Bourbon,USA,,Early Times,,0,43,37,delicate,71,71,5
256,macleans-nose,en,Maclean’s Nose,"The independent bottler Adelphi has been a staple of high-quality whiskies for many decades. To meet the high demand, they opened the Ardnamurchan Distillery in 2014, returning to their roots as distillers. Recently, a Blended Malt has found its way into Adelphi's portfolio with Maclean's Nose. With a malt content of 70%, and bottled following Adelphi's classic philosophy of no added coloring or chill filtration, ""the Nose"" aims to impress.",/whisky-reviews/macleans-nose,/exports/pdf/macleans-nose.pdf,2024-08-18T10:58:07+00:00,"[""Marcel"", ""Sascha""]",Blended Malt Whisky,Scotland,,,Adelphi,0,46,45.57,spicy,80,83,5
308,st-kilian-the-early-days,en,St. Kilian The Early Days – Ketterer Wash X St. Kilian – Unpeated,"Bit by bit, as the St. Kilian distillery in Rüdenau continues its presence, we're seeing older releases emerge. Today, we sampled an 8-years Ketterer x St. Kilian from the X-Series, named after the customs numbers of the barrels containing foreign wash. The wash for this single malt was sourced from the Ketterer family brewery, the former domain of Master Distiller Mario Rudolf. Unusually for St. Kilian, this whisky isn't a marriage of fully matured spirits. Instead, it has been re-racked, spending portions of its maturation in ex-bourbon and ex-Sauternes barrique casks.",/whisky-reviews/st-kilian-the-early-days,/exports/pdf/st-kilian-the-early-days.pdf,2024-08-14T16:20:42+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,8,58.3,199.8,mellow,80,82,2
328,compassbox-celestial,en,Compass Box Celestial,"The Compass Box Celestial is a fascinating blend that combines the best characteristics of Caol Ila, Ardbeg, Cameronbridge and Port Dundas. This masterfully composed whisky brings together the characteristic aromas and flavours of these renowned distilleries and offers an unparalleled enjoyment experience. In this review, we delve into the complex and multi-layered characteristics of this unique blend.",/whisky-reviews/compassbox-celestial,/exports/pdf/compassbox-celestial.pdf,2024-08-13T19:48:13+00:00,"[""Marcel"", ""Sascha""]",,Scotland,,,Compass Box,0,50,485.57,peaty,89,90,0
145,teeling-riesling-wine-cask,en,Teeling Riesling Wine Cask Grand Cru Edition (2021),"The Teeling Riesling Cask in the Grand Cru Edition 2021 is the third edition of the collaboration between the Irish distillery and the German Reichsrat von Buhl winery. After maturing in ex-bourbon casks, the Irish whiskey has been refined for 18 months in selected Grand Cru Riesling casks.",/whisky-reviews/teeling-riesling-wine-cask,/exports/pdf/teeling-riesling-wine-cask.pdf,2024-08-11T15:36:19+00:00,"[""Marcel"", ""Sascha""]",Blended Whiskey,Ireland,,Teeling,,0,46,59.29,delicate,72,69,4
324,fettercairn-16-years,en,Fettercairn 4th Release 16 Years (2023),This Highland single malt from the Fettercairn distillery matured in various cask types. These include former bourbon casks and first fill port casks. Fettercairn regularly releases new batches of the core bottling. Here we have the 4th batch / 2023.,/whisky-reviews/fettercairn-16-years,/exports/pdf/fettercairn-16-years.pdf,2024-08-08T13:12:43+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Fettercairn,,16,46.4,99.82,floral,79,77,4
318,glenfarclas-15-years,en,Glenfarclas 15 Years,"Glenfarclas 15 years is a whisky that embodies the spirit of independence. As a traditional single malt from the Speyside region, which has been run by the Grant family for generations, it stands for quality and authenticity. A true classic.",/whisky-reviews/glenfarclas-15-years,/exports/pdf/glenfarclas-15-years.pdf,2024-08-05T08:35:46+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Glenfarclas,,15,46,88,rich,79,81,4
323,haran-12-years-old,en,Haran 12 Years Sherry Cask Finish,"The Haran 12 Years Sherry Cask Finish raises the exciting question: Spanish single malt - what is it? With this question in mind, we can look forward to the flavour experiences of this whisky. The combination of Spanish origin and sherry cask finish promises an interesting and possibly surprising tasting experience.",/whisky-reviews/haran-12-years-old,/exports/pdf/haran-12-years-old.pdf,2024-08-01T13:46:56+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Spain,,Acha,,12,43,78.55,peaty,78,76,3
326,cask-wizard-sicilian-fruitcake,en,Sicilian Fruitcake - The Cask Wizard,The Sicilian Fruitcake from The Cask Wizard is a fascinating whisky matured in the rare White Marsala Cask. The cask was pre-aged for 15 long years with the Sicilian liqueur wine Marsala.,/whisky-reviews/cask-wizard-sicilian-fruitcake,/exports/pdf/cask-wizard-sicilian-fruitcake.pdf,2024-07-30T13:37:17+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,,,The Cask Wizard,10,59.1,151.42,rich,83,83,3
313,the-targe-1994-cd-lidl-23-years,en,The Targe (1994),LIDL's The Targe 1994 is an interesting grain whisky that takes the limelight thanks to its maturation and attractive competitive price. This whisky offers a wealth of aromas and flavours that make it a remarkable offering in the LIDL whisky range.,/whisky-reviews/the-targe-1994-cd-lidl-23-years,/exports/pdf/the-targe-1994-cd-lidl-23-years.pdf,2024-07-24T16:21:17+00:00,"[""Marcel"", ""Sascha""]",Single Grain Whisky,Scotland,Highlands,,Clydesdale,23,44,71.41,delicate,79,78,5
129,three-ships-12-years,en,Three Ships 12 Years,We speak for ourselves and probably for many others: We didn't realise that whisky comes from South Africa. And we were even less aware that this single malt whisky is smoky and yes - small spoiler - it's really not bad!,/whisky-reviews/three-ships-12-years,/exports/pdf/three-ships-12-years.pdf,2024-07-21T16:29:23+00:00,"[""Marcel"", ""Sascha""]",Single Malt,South Africa,,Three Ships,,12,46.3,60.3,peaty,78,77,4
358,glenallachie-9yo-oloroso-2024-limited,en,GlenAllachie 9 Years Oloroso Sherry Cask Finish - The Wood Collection,"In the limited Wood Collection, GlenAllachie showcases the effect that different types of sherry can have on whisky maturation. They transferred their Single Malt, aged for 6.5 years in ex-bourbon casks, into casks previously filled with different sherries: Fino, Amontillado, and Oloroso. After a total maturation period of 9 years, all three variants were bottled at 48%, without coloring or chill filtration. On invitation from Kirsch Import and Billy Walker himself, we had the pleasure of comparing these three bottlings side by side, focusing on how cask management and selection influence the aroma.",/whisky-reviews/glenallachie-9yo-oloroso-2024-limited,/exports/pdf/glenallachie-9yo-oloroso-2024-limited.pdf,2024-07-13T19:24:05+00:00,"[""Marcel"", ""Sascha""]",,Scotland,Speyside,GlenAllachie,,9,48,85.71,rich,82,79,3
356,glenallachie-9yo-amontillado-2024-limited,en,GlenAllachie 9 Years Amontillado Sherry Cask Finish - The Wood Collection,"In the limited Wood Collection, GlenAllachie showcases the effect that different types of sherry can have on whisky maturation. They transferred their Single Malt, aged for 6.5 years in ex-bourbon casks, into casks previously filled with different sherries: Fino, Amontillado, and Oloroso. After a total maturation period of 9 years, all three variants were bottled at 48%, without coloring or chill filtration. On invitation from Kirsch Import and Billy Walker himself, we had the pleasure of comparing these three bottlings side by side, focusing on how cask management and selection influence the aroma.",/whisky-reviews/glenallachie-9yo-amontillado-2024-limited,/exports/pdf/glenallachie-9yo-amontillado-2024-limited.pdf,2024-07-13T19:24:02+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,GlenAllachie,,9,48,85.71,mellow,77,79,3
357,glenallachie-9yo-fino-2024-limited,en,GlenAllachie 9 Years Fino Sherry Cask Finish - The Wood Collection,"In the limited Wood Collection, GlenAllachie showcases the effect that different types of sherry can have on whisky maturation. They transferred their Single Malt, aged for 6.5 years in ex-bourbon casks, into casks previously filled with different sherries: Fino, Amontillado, and Oloroso. After a total maturation period of 9 years, all three variants were bottled at 48%, without coloring or chill filtration. On invitation from Kirsch Import and Billy Walker himself, we had the pleasure of comparing these three bottlings side by side, focusing on how cask management and selection influence the aroma.",/whisky-reviews/glenallachie-9yo-fino-2024-limited,/exports/pdf/glenallachie-9yo-fino-2024-limited.pdf,2024-07-13T19:23:59+00:00,"[""Marcel"", ""Sascha""]",Single Malt,,,GlenAllachie,,9,48,85.71,delicate,79,79,3
355,agitator-chestnut-cask,en,Agitator Chestnut Cask,"The Agitator distillery from Sweden describes itself as a modern whisky producer. Their stated goal is to break with traditions and use new and unconventional methods to produce high-quality single malt. This includes vacuum distillation, which is supposed to be gentler due to the lower boiling point. Today, we get to try one of their core-range releases: full maturation in a chestnut cask.",/whisky-reviews/agitator-chestnut-cask,/exports/pdf/agitator-chestnut-cask.pdf,2024-07-06T10:05:53+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Sweden,,Agitator Whiskymakare,,0,43,78.43,rich,77,75,3
353,mybar-south-german-malt-tawny,en,MyBar South German Malt Whisky Tawny Port Finish,"Malts from three German distilleries (Swabian Alp, Black Forest, Lake Constance) were married together. Some of these were previously matured in former Islay casks and the oldest of the three components was allowed to mature for over 12 years in bourbon casks. The malt was then finished in ex-Tawny port casks.",/whisky-reviews/mybar-south-german-malt-tawny,/exports/pdf/mybar-south-german-malt-tawny.pdf,2024-06-30T08:24:43+00:00,"[""Marcel"", ""Sascha""]",Blended Malt Whisky,Germany,,,MyBar by David Gran,0,51,79.8,rich,82,82,5
346,st-kilian-german-whisky-day-2023,en,St. Kilian Tag des Deutschen Whiskys (2023),"It's that time of year again. On the last Saturday in June, we celebrate the Day of the German Whisky. The St. Kilian Distillery is hosting its Whisky Festival for the second time. With great anticipation, we take this opportunity to closely examine the special edition from last year's festival. This time, it's the popular Hungarian oak from St. Kilian. The relatively small 95-liter casks impart a very rich color to this single malt, despite an aging period of just under five years.",/whisky-reviews/st-kilian-german-whisky-day-2023,/exports/pdf/st-kilian-german-whisky-day-2023.pdf,2024-06-29T07:38:40+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,4,53.3,129.8,rich,81,81,4
291,glentauchers-11-years-100-proof-signatory-vintage,en,Glentauchers 11 Years (2012/2024) - Signatory Vintage,"The Glentauchers distillery in Speyside is one of the lesser-known but not exactly small distilleries. This is primarily because there is no visitor center, and most of the production is used in blended whiskies. Besides its own core range bottling, there are occasionally independently bottled Glentauchers malts. Today, we sampled the 11-years from the 100 Proof series by Signatory Vintage. The latter is very popular with us, and we were looking forward to this dram.",/whisky-reviews/glentauchers-11-years-100-proof-signatory-vintage,/exports/pdf/glentauchers-11-years-100-proof-signatory-vintage.pdf,2024-06-23T07:05:12+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Glentauchers,Signatory Vintage,11,57.1,69.85,rich,83,83,5
316,mac-talla-red-wine-barriques,en,Mac-Talla Red Wine-Barriques,"The Mac-Talla Red Wine Barriques is a limited edition, bottled at 53.8% by Morrison Scotch Whisky Distillers. It is a single malt from an unnamed distillery on the Scottish island of Islay. The 24 married casks were pre-filled with wines from the Bordeaux region in France.",/whisky-reviews/mac-talla-red-wine-barriques,/exports/pdf/mac-talla-red-wine-barriques.pdf,2024-06-16T08:51:59+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Islay,,Morrison Scotch Whisky Distillers,0,53.8,112.85,rich,85,87,3
96,vink-peated-port-5-years,en,Vink Peated Port 5 Years,"Our dear neighbors from the Netherlands typically favor genever, often aged, over whisky. While genever shares the idea of using malted barley in its production, the additional distillation with juniper drastically alters its character. However, today we're trying a genuine Dutch whisky. Unchill-filtered and aged in ex-Bourbon and ex-Port wine casks.",/whisky-reviews/vink-peated-port-5-years,/exports/pdf/vink-peated-port-5-years.pdf,2024-06-09T10:36:05+00:00,"[""Marcel"", ""Sascha""]",Whisky,Netherlands,,De Tweekoppige Phoenix,,5,44.7,71.42,mellow,62,61,2
321,laphroaig-cairdeas-2024-cask-favourites,en,Laphroaig Cairdeas (2024) Cask Favourites 10 Years,"Laphroaig is arguably one of the most well-known Islay single malts. From supermarket shelves to independent single cask bottlings, Laphroaig whiskies are recognized and beloved across all market segments. Although we've enjoyed several of their malts in the past, they have been unusually absent from our reviews. Following the trend of limited editions, the distillery offers special ""collector's editions"" under the Cairdeas label in limited quantities. Today, we're trying the 2024 ""Cask Favourites"" – a 10-years combination of Triple Wood and PX Sherry casks. We're eager to see if the quality matches the hype.",/whisky-reviews/laphroaig-cairdeas-2024-cask-favourites,/exports/pdf/laphroaig-cairdeas-2024-cask-favourites.pdf,2024-06-02T09:55:00+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Islay,Laphroaig,,10,52.4,135.71,peaty,80,83,3
284,mannochmore-port-finish-murray-mcdavid,en,Mannochmore Port Finish - Murray McDavid,"With a finish in Tawny Port barriques, this Scotch shows an interesting development that does not reveal a classic port wine colour in the glass. But what about the inner values of this Mannochmore Port Finish bottled by Murray McDavid?",/whisky-reviews/mannochmore-port-finish-murray-mcdavid,/exports/pdf/mannochmore-port-finish-murray-mcdavid.pdf,2024-05-29T10:29:36+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Mannochmore,Murray McDavid,0,44.5,42.71,mellow,65,64,4
317,the-westfalian-cask-8,en,The Westfalian TW8,"The Westfalian is releasing its first 12-years whisky today. With the cask number TW8 (yes, the 8th cask filled), the single grain is one of the first casks filled in the founding year 2012. The New Make matured in an ex. Ben Nevis Sherry Hogshead and only contains 266 bottles, as it is, as always, a cask-strength, uncoloured and unfiltered single cask bottling.",/whisky-reviews/the-westfalian-cask-8,/exports/pdf/the-westfalian-cask-8.pdf,2024-05-25T12:04:14+00:00,"[""Marcel"", ""Sascha""]",Single Grain Whisky,Germany,,Northoff Feinbrennerei,The Westfalian,12,62.5,198,rich,80,79,3
315,lagavulin-8-years,en,Lagavulin 8 Years Old,"Lagavulin is one of the most renowned names among Islay Single Malt Whiskies. Naturally, Diageo delves deep into the marketing bag of tricks (see Offerman Edition) to not only maintain this status but to aggressively expand it. Nevertheless, Lagavulin 16 remains a benchmark and one of our absolute favorites. A few years ago, the half-aged sibling, Lagavulin 8, was added to the standard range. Heavily peated and without sherry cask aging, this whisky aims to establish a younger and more purist standard. Today, we’re tasting to see if the “little Laga” can impress in terms of quality and flavor.",/whisky-reviews/lagavulin-8-years,/exports/pdf/lagavulin-8-years.pdf,2024-05-19T10:34:09+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Islay,Lagavulin,,8,48,68.42,spicy,83,82,4
266,smws-grown-up-indulgences-royal-brackla,en,Royal Brackla (2009) Grown-Up Indulgences Cask 55.72 - The Scotch Malt Whisky Society,The Royal Brackla bottled by the Scotch Malt Whisky Society (SMWS) matured for 9 years in an ex-bourbon hogshead before the 3-year finish began in a 1st fill PX hogshead made from American oak.,/whisky-reviews/smws-grown-up-indulgences-royal-brackla,/exports/pdf/smws-grown-up-indulgences-royal-brackla.pdf,2024-05-17T07:03:25+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Royal Brackla,The Scotch Malt Whisky Society,12,58.1,114,rich,78,80,3
146,waterford-gaia-1-2,en,Waterford The Arcadian Organic Gaia 1.2,"The Arcadian series from Waterford represents a visionary interpretation of the ""Garden of Delights"", and the Organic Gaia 1.2 is an outstanding example of this philosophy. Unconventional farmers who prioritise quality and taste over profit have played a central role in this. Gaia, the divine mother of the earth, was chosen as the patron saint for this unique whisky, which is made from 100% organically grown barley - the first of its kind in Ireland.",/whisky-reviews/waterford-gaia-1-2,/exports/pdf/waterford-gaia-1-2.pdf,2024-05-15T14:49:52+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Ireland,,Waterford,,0,50,107.13,mellow,83,81,3
310,st-kilian-single-cask-davids-choice,en,St. Kilian Single Cask – David’s Choice – Unpeated,"The St. Kilian distillery never fails to surprise us with an endless series of single cask releases. They are consistently adventurous, continuously exploring new avenues to create unique single malts. Today's ""David's Choice"" comes from a cask that caught David Haynes' attention during a tasting session in Bunker City. This whisky matured for 6 years in a fresh chestnut wood cask. Today, we'll see what effect this unusual wood had on it. Note: David Haynes is one of the masterminds behind St. Kilian distillery and personally co-responsible for its planning.",/whisky-reviews/st-kilian-single-cask-davids-choice,/exports/pdf/st-kilian-single-cask-davids-choice.pdf,2024-05-13T09:56:16+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,St. Kilian,,5,58.4,139.8,rich,83,83,3
265,nikka-days,en,Nikka Days,"""Coffey grain whisky and aromatic unpeated Miyagiko malts, as well as a hint of coffee malt whiskey and Yoichi malts"" come together in this new blend. Packaged in deliberately light-coloured packaging, this blend is perfect for the summer months - or to brighten up dark winter days.",/whisky-reviews/nikka-days,/exports/pdf/nikka-days.pdf,2024-05-12T11:19:48+00:00,"[""Marcel"", ""Sascha""]",Blended Whisky,Japan,,"Miyagikyo, Yoichi",,0,40,42.8,mellow,61,62,3
303,balcones-texas-single-malt,en,Balcones Texas Single Malt,"While the USA traditionally allows freedom and creativity in whisky production, Balcones adheres to Scottish tradition with its Texas single malt. With the use of 100% malt, particularly Golden Promise, and a maturation period of four years, this whisky promises a US malt with a Scottish soul.",/whisky-reviews/balcones-texas-single-malt,/exports/pdf/balcones-texas-single-malt.pdf,2024-05-09T09:45:28+00:00,"[""Marcel"", ""Sascha""]",Single Malt Whiskey,USA,,Balcones,,0,53,85.7,delicate,79,79,3
149,port-askaig-8-years,en,Port Askaig 8 Years,"Port Askaig is a ferry harbour on the Scottish island of Islay. Bottlings under the name are independent bottlings from various distilleries on the whisky island. In principle, you are forced to do a blind tasting without a resolution. Blogs and forums contain hints and guesses, but nobody really knows which distillery you have in your glass.",/whisky-reviews/port-askaig-8-years,/exports/pdf/port-askaig-8-years.pdf,2024-05-06T15:11:28+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Islay,,Elixir Distillers,8,45.8,49.93,peaty,69,70,4
138,isle-of-rasaay-batch-r02,en,Isle Of Raasay Batch R02,"A highly exciting cask selection was made for the Isle of Raasay Batch R02. Single malts from first fill ex-rye whiskey, virgin Chinkapin oak and first fill Bordeaux red wine casks were married together. Some were initially filled with peated, others with unpeated New Make before being bottled after around 3 years.",/whisky-reviews/isle-of-rasaay-batch-r02,/exports/pdf/isle-of-rasaay-batch-r02.pdf,2024-05-04T13:21:28+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Raasay,Isle of Raasay,,0,46.6,68.5,spicy,83,83,4
302,balcones-baby-blue,en,Balcones Baby Blue,"Balcones Baby Blue is made from roasted baby blue corn and is matured for a time that is probably well under two years. Although exact details of the ageing time are not available, it is assumed that the whisky is aged in barrels for at least six months. The use of small casks and the unique Texas climate significantly characterise the character of this corn spirit.",/whisky-reviews/balcones-baby-blue,/exports/pdf/balcones-baby-blue.pdf,2024-05-01T08:43:12+00:00,"[""Marcel"", ""Sascha""]",Corn,USA,,Balcones,,0,46,56.42,mellow,72,72,4
148,wolfburn-love-potion,en,Wolfburn Love Potion,"The Wolfburn Distillery is one of the youngest distilleries in Scotland and has made a name for itself for its exciting whiskies since it was founded in 2013. The Wolfburn Love Potion is a marriage of Oloroso sherry hogsheads and full bourbon casks, bottled at 46%.",/whisky-reviews/wolfburn-love-potion,/exports/pdf/wolfburn-love-potion.pdf,2024-04-25T07:53:41+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Highlands,Wolfburn,,0,46,106.43,delicate,69,68,2
112,isle-of-raasay-batch-r0-01,en,Isle of Raasay Core Batch R0.01,"The Isle of Raasay Core Batch R0.01 is an exciting addition to the distillery's portfolio. With a double award at the Scottish Whisky Awards, the team shows that they can produce outstanding whisky.",/whisky-reviews/isle-of-raasay-batch-r0-01,/exports/pdf/isle-of-raasay-batch-r0-01.pdf,2024-04-24T10:37:47+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Isle of Raasay,Isle of Raasay,,0,46.4,78.43,spicy,75,79,3
285,hazelburn-2006-2022-15-years,en,Hazelburn 15 Years (2006/2022),"The colour of this whisky is inviting and speaks for its maturity. The 12/2006 - 04/2022 bottling has a quota of 9,000 bottles and is not at all as rare as we are used to from bottles from the Springbank distillery. Nevertheless, the price is - well... Fortunately it has come back a little over the last few months.",/whisky-reviews/hazelburn-2006-2022-15-years,/exports/pdf/hazelburn-2006-2022-15-years.pdf,2024-04-23T09:55:30+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Campbeltown,Springbank,,15,54.2,228.57,rich,83,84,3
178,m-h-pomegranate-batch-8,en,M&H APEX Pomegranate Batch 8,This small batch single malt whisky from Israel was matured in ex-bourbon casks and then aged for six months in pomegranate wine casks. A type of cask that we have never come across before.,/whisky-reviews/m-h-pomegranate-batch-8,/exports/pdf/m-h-pomegranate-batch-8.pdf,2024-04-22T13:34:26+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Israel,,M&H,,0,59.9,97,delicate,75,74,2
281,glenlivet-distillers-reserve,en,Glenlivet Distiller's Reserve,"Glenlivet is globally renowned and enjoys massive popularity among both connoisseurs and beginners alike. In the distillery's lineup, there's a Travel Retail expression, which, one might aptly say, is likely targeted towards impulse buyers at airports. The Distiller's Reserve has matured without an age statement in three types of casks. Sherry and American Oak are familiar to us. However, the label doesn't disclose what exactly is meant by ""Traditional Oak.""",/whisky-reviews/glenlivet-distillers-reserve,/exports/pdf/glenlivet-distillers-reserve.pdf,2024-04-21T07:26:19+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Scotland,Speyside,Glenlivet,,0,40,49.9,mellow,72,73,3
301,gilors-2014-sherry-duett,en,Gilors (2014) Sherry Duett,"The Gilors Sherry Duett from the Henrich distillery is a marriage of a PX sherry cask and an Oloroso sherry. After maturing for 7 years, it is bottled at 46.4% strength.",/whisky-reviews/gilors-2014-sherry-duett,/exports/pdf/gilors-2014-sherry-duett.pdf,2024-04-20T07:02:45+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Germany,,Henrich,,7,46.4,149.98,rich,75,75,2
143,kavalan-solist-ex-bourbon-cask,en,Kavalan Solist Ex Bourbon Cask B141231048A,"As the name suggests, this single malt from the Taiwanese Kavalan distillery was matured in ex-bourbon casks - more precisely in first fill ex-bourbon casks. The Solist series is Kavalan's product range for cask strength bottlings.",/whisky-reviews/kavalan-solist-ex-bourbon-cask,/exports/pdf/kavalan-solist-ex-bourbon-cask.pdf,2024-04-19T08:03:30+00:00,"[""Marcel"", ""Sascha""]",Single Malt,Taiwan,,Kavalan,,0,57.1,149.27,delicate,85,86,3
